,cat,transcript_words,transcript_idx,IdSession,ID
9671,formation-recherche,"['formation', 'permanence', 'programme', 'marché', 'développement', 'parenthèse', 'organisation', 'plan', 'entreprise', 'moyen']",3627,5110,285798
9674,emploi,"['aidant', 'collaborateur', 'vie', 'prise', 'étude', 'maillon', 'coût', 'entreprise', 'employeur', 'maintien']",3630,5110,285944
9675,emploi,"['analyse', 'aidant', 'bénéfice', 'vigueur', 'prise', 'action', 'chose', 'plan', 'coût', 'défi']",3631,5110,285868
9678,emploi,"['acteur', 'travail', 'emploi', 'flexibilité', 'ville', 'système', 'assurance', 'enjeu', 'sécurité', 'commune']",3634,5110,285870
9723,économie,"['tourisme', 'programme', 'impulsion', 'optimisation', 'investissement', 'secteur', 'instrument', 'voyageur', 'hébergement', 'affaire']",3683,5111,287078
9729,économie,"['tourisme', 'compétitivité', 'durabilité', 'programme', 'innovation', 'remontée', 'investissement', 'septembre', 'exigence', 'relance']",3690,5111,287119
9734,santé,"['menthol', 'délégation', 'ingrédient', 'vanille', 'révision', 'substance', 'arôme', 'interdiction', 'combustion', 'évolution']",3695,5111,287301
9753,santé,"['viande', 'consommation', 'évidence', 'santé', 'affirmation', 'apéritif', 'buffet', 'boucher', 'régime', 'salade']",3714,5111,287448
9772,énergie,"['électricité', 'redevance', 'énergie', 'révision', 'approvisionnement', 'hiver', 'kilowatt', 'agrandissement', 'conséquent', 'rénovation']",3734,5111,287748
9776,transport,"['courant', 'expert', 'impact', 'collectivité', 'mode', 'convoyage', 'transport', 'origine', 'constructeur', 'exigence']",3738,5111,287863
9790,extérieur,"['délégation', 'représentation', 'niveau', 'existence', 'coût', 'intérêt', 'avantage', 'choix', 'désavantage', 'instauration']",3753,5111,288118
9795,politique,"['dé', 'principe', 'département', 'problématique', 'fond', 'sein', 'procédure', 'cours', 'conseiller']",3758,5111,288298
9826,économie,"['client', 'banque', 'information', 'impact', 'avance', 'produit', 'mystery', 'process', 'enquête', 'manque']",3793,5111,288600
9828,écologie,"['réchauffement', 'émission', 'degré', 'climat', 'greenwashing', 'serre', 'augmentation', 'gaz', 'redistribution', 'investissement']",3795,5111,288619
9830,finance,"['placement', 'précarité', 'impôt', 'dette', 'procédurier', 'arriéré', 'séquelle', 'coercition', 'maltraitance', 'sursis']",3797,5111,288632
9832,retraite-rentes,"['pilier', 'propriétaire', 'pension', 'caisse', 'bien', 'immobilier', 'locataire', 'réanalyse', 'loyer', 'dizaine']",3800,5111,288660
9837,agriculture-faune,"['ogm', 'génie', 'méthode', 'génome', 'édition', 'plante', 'consommateur', 'technique', 'coexistence', 'contamination']",3805,5111,288796
9869,économie,"['certificat', 'restauration', 'obligation', 'extension', 'guérie', 'secteur', 'surcharge', 'restaurant', 'transaction', 'fermeture']",3840,5111,288921
9871,agriculture-faune,"['agriculture', 'croissance', 'promotion', 'effondrement', 'soutien', 'demande', 'développement', 'impulsion', 'surface', 'interpellation']",3843,5111,288923
9882,politique,"['corpus', 'erreur', 'étape', 'outil', 'contraire', 'contexte', 'programme', 'intérêt', 'élément', 'ensemble']",3854,5111,289138
9890,justice,"['prison', 'peine', 'vie', 'libération', 'réclusion', 'internement', 'condamné', 'infraction', 'durée', 'expiation']",3862,5111,289283
9895,emploi,"['travail', 'sollicitation', 'travailleur', 'burn', 'outil', 'entreprise', 'généralisation', 'soirée', 'étude', 'télétravail']",3867,5111,289332
9909,société,"['semaine', 'congé', 'allocation', 'maternité', 'enfant', 'paternité', 'parent', 'famille', 'schéma', 'vie']",3881,5111,289653
9910,santé,"['infirmier', 'test', 'gratuité', 'soin', 'vaccin', 'intérêt', 'système', 'vaccination', 'voie', 'interpellation']",3882,5111,289718
9912,santé,"['soignant', 'profession', 'absentéisme', 'fatigue', 'métier', 'questionnement', 'soin', 'interprofessionnalité', 'hôpital', 'infirmier']",3884,5111,289821
9922,écologie,"['poignée', 'jet', 'prix', 'sondage', 'chauffage', 'essence', 'vol', 'population', 'taxe', 'sujet']",3895,5111,289941
9927,formation-recherche,"['infrastructure', 'astrophysique', 'chercheur', 'recherche', 'conception', 'technologie', 'observatoire', 'innovation', 'univers', 'consortium']",3900,5111,289979
9939,économie,"['faillite', 'responsable', 'client', 'comptabilité', 'société', 'dette', 'registre', 'révision', 'millier', 'consignation']",3914,5111,290080
9972,agriculture-faune,"['chocolat', 'plaque', 'frontière', 'betterave', 'industrie', 'sucre', 'protection', 'plantation', 'effort', 'hectare']",3951,5111,286609
9977,agriculture-faune,"['culture', 'betterave', 'agriculture', 'recherche', 'biodiversité', 'subvention', 'configuration', 'confédération', 'avenir', 'synthèse']",3956,5111,286700
9982,retraite-rentes,"['franchise', 'cotisation', 'option', 'rente', 'amélioration', 'incitant', 'référence', 'âge', 'montant', 'variante']",3961,5111,286714
9983,retraite-rentes,"['femme', 'compensation', 'retraite', 'modèle', 'âge', 'discrimination', 'rente', 'relèvement', 'élimination', 'travail']",3962,5111,286748
9986,retraite-rentes,"['tentante', 'prestation', 'argumentation', 'ressource', 'revenu', 'fonction', 'vigueur', 'conséquence', 'condition', 'possibilité']",3965,5111,286766
9994,justice,"['juge', 'sursis', 'texte', 'teneur', 'avocat', 'vigueur', 'raison', 'pronostic', 'consultation', 'forme']",3974,5111,287149
10022,logement-territoire,"['locataire', 'propriétaire', 'imposition', 'remontée', 'égalité', 'recette', 'locative', 'traitement', 'système', 'valeur']",4002,5111,287976
10028,immigration,"['naturalisation', 'nationalité', 'mariage', 'vigueur', 'janvier', 'révision', 'législateur', 'procédure', 'condition', 'amender']",4011,5111,288354
10032,formation-recherche,"['langue', 'cours', 'romanche', 'italien', 'recrue', 'répétition', 'français', 'soldat', 'allemand', 'formation']",4015,5111,288811
10061,emploi,"['salaire', 'travailleur', 'dumping', 'euro', 'entreprise', 'accompagnement', 'marché', 'travail', 'région', 'obtention']",4044,5111,289939
10070,formation-recherche,"['cohésion', 'contribution', 'recherche', 'université', 'programme', 'libération', 'marché', 'tension', 'membre', 'stratégie']",4053,5111,290018
10075,emploi,"['convention', 'ratification', 'produit', 'travail', 'santé', 'prévention', 'travailleur', 'protection', 'environnement', 'instrument']",4058,5111,290107
10081,société,"['conjoint', 'divorce', 'exploitation', 'salaire', 'couple', 'revenu', 'couverture', 'maternité', 'amélioration', 'partenaire']",4064,5111,290182
10116,finance,"['budget', 'supplément', 'argent', 'crédit', 'vaccination', 'demande', 'insécurité', 'campagne', 'digression', 'genre']",4102,5112,291749
10141,armée-sécurité,"['police', 'équipement', 'corps', 'patrouille', 'souveraineté', 'contrainte', 'recommandation', 'compétence', 'moyen', 'manière']",4130,5112,292192
10150,logement-territoire,"['appartement', 'proportion', 'superficie', 'coopérative', 'portefeuille', 'habitat', 'bureau', 'logement', 'loyer', 'vente']",4140,5112,292239
10152,écologie,"['admission', 'examen', 'ordonnance', 'entrée', 'homologation', 'vigueur', 'cours', 'modification', 'substance', 'refus']",4142,5112,292241
10153,économie,"['tourisme', 'ville', 'innovation', 'investissement', 'relance', 'programme', 'hôtel', 'loisir', 'hôtellerie', 'soutien']",4143,5112,292232
10156,agriculture-faune,"['fromage', 'exportation', 'tonne', 'prix', 'volume', 'emmental', 'pâte', 'gruyère', 'devise', 'ordre']",4146,5112,292246
10159,agriculture-faune,"['cellule', 'accompagnement', 'agriculture', 'secteur', 'dimension', 'intérêt', 'participant', 'conférence', 'montagne', 'durabilité']",4149,5112,292254
10163,énergie,"['gaz', 'biocarburant', 'convention', 'objectif', 'prolongation', 'exemption', 'échéance', 'divergence', 'unanimité', 'mouture']",4153,5112,292367
10174,extérieur,"['drôle', 'exception', 'famille', 'fête', 'criminel', 'humanité', 'conception', 'voyage', 'formation', 'exilé']",4165,5112,292624
10185,retraite-rentes,"['compensation', 'revenu', 'élément', 'durée', 'sujet', 'financement', 'volonté', 'source', 'rente', 'référence']",4178,5112,292705
10199,santé,"['coeur', 'vague', 'test', 'crise', 'contamination', 'hospitalisation', 'hémicycle', 'capacité', 'donnée', 'argument']",4192,5112,293013
10214,économie,"['fonds', 'immobilier', 'investissement', 'investisseur', 'régulation', 'mortel', 'cash', 'société', 'effort', 'commun']",4209,5112,293421
10215,économie,"['placement', 'abstention', 'rachat', 'hausse', 'prix', 'gestionnaire', 'marché', 'immeuble', 'gramme', 'investisseur']",4210,5112,293404
10222,extérieur,"['programme', 'phase', 'processus', 'assemblée', 'nécessité', 'moyen', 'énergie', 'fois', 'insatisfaction', 'honnêteté']",4217,5112,293435
10225,santé,"['protoxyde', 'azote', 'consommation', 'bar', 'inspecteur', 'bouteille', 'addiction', 'drogue', 'cible', 'indication']",4221,5112,293497
10237,justice,"['peine', 'juge', 'liberté', 'divergence', 'agresse', 'code', 'gravité', 'appréciation', 'révision', 'fonctionnaire']",4235,5112,293613
10242,culture-média,"['écoute', 'streaming', 'disque', 'centime', 'artiste', 'musique', 'ligne', 'vinyle', 'dizaine', 'centième']",4240,5112,293850
10248,extérieur,"['octobre', 'vote', 'guise', 'fraude', 'heure', 'plateforme', 'rappel', 'expert', 'absence', 'manière']",4246,5112,293806
10276,agriculture-faune,"['animal', 'dignité', 'élevage', 'saucisse', 'exploitation', 'porc', 'protection', 'atteinte', 'clair', 'origine']",4278,5112,294181
10287,armée-sécurité,"['aviation', 'commandement', 'accident', 'enquête', 'espace', 'création', 'bataillon', 'organisation', 'autorité', 'armée']",4289,5112,294423
10293,agriculture-faune,"['animal', 'élevage', 'montagne', 'traduction', 'alpage', 'masse', 'jour', 'paysan', 'programme', 'hiver']",4295,5112,294541
10297,santé,"['antibiotique', 'résistance', 'éleveur', 'tonne', 'occurrence', 'eau', 'recours', 'amélioration', 'effort', 'chiffre']",4300,5112,294551
10325,santé,"['globalité', 'information', 'encontre', 'prime', 'famille', 'difficulté', 'santé', 'population', 'besoin']",4329,5112,294775
10328,télécommunications,"['calcul', 'puissance', 'crédit', 'transformation', 'engagement', 'information', 'exploitation', 'centre', 'sécurisation', 'nuage']",4332,5112,294810
10332,emploi,"['rémunération', 'salaire', 'entreprise', 'dirigeant', 'collaborateur', 'référence', 'établissement', 'direction', 'poignée', 'aller']",4336,5112,294818
10344,transport,"['recours', 'organisation', 'cyclable', 'chemin', 'randonnée', 'itinéraire', 'possibilité', 'formulation', 'collaboration', 'instrument']",4348,5112,294983
10353,logement-territoire,"['résidence', 'hôtel', 'transformation', 'surface', 'réaffectation', 'compromis', 'commune', 'logement', 'bâtiment', 'modification']",4357,5112,295085
10359,finance,"['priorisation', 'contrôle', 'organe', 'bras', 'administration', 'finance', 'ingérence', 'traduction', 'sein', 'sens']",4363,5112,291136
10370,culture-média,"['branche', 'quarantaine', 'fermeture', 'transition', 'allocation', 'culture', 'décembre', 'perte', 'stratégie', 'instrument']",4374,5112,291564
10375,politique,"['rythme', 'divergence', 'prévisibilité', 'validité', 'outil', 'parcimonie', 'sujet', 'peuple', 'début', 'mois']",4379,5112,291613
10378,santé,"['délai', 'fin', 'juin', 'épidémie', 'acteur', 'qualité', 'révision', 'pandémie', 'gestion', 'divergence']",4382,5112,291622
10380,politique,"['papier', 'message', 'règlement', 'outil', 'navette', 'texte', 'administration', 'paradigme', 'numérique', 'rythme']",4384,5112,291722
10384,agriculture-faune,"['dissémination', 'paysan', 'insécurité', 'ouverture', 'champ', 'territoire', 'ogm', 'brèche', 'touche', 'éventualité']",4388,5112,291972
10387,emploi,"['salarié', 'circonstance', 'travailleur', 'protection', 'party', 'avantage', 'qualification', 'indépendant', 'distorsion', 'entreprise']",4391,5112,292269
10420,justice,"['sanction', 'privation', 'gravité', 'peine', 'liberté', 'sévérité', 'forme', 'principe', 'amende', 'jurisprudence']",4424,5112,293102
10424,santé,"['soin', 'fournisseur', 'assureur', 'temporalité', 'maladie', 'économicité', 'membre', 'partage', 'blocage', 'admission']",4428,5112,293395
10428,santé,"['substance', 'médicament', 'notion', 'substitution', 'formulation', 'interchangeabilité', 'interprétant', 'générique', 'pharmacien', 'élargissement']",4432,5112,293310
10441,justice,"['code', 'justice', 'compétence', 'loisir', 'procédure', 'enregistrement', 'ministre', 'avocat', 'problème', 'chambre']",4446,5112,294036
10445,justice,"['prévenu', 'procédure', 'ministère', 'envergure', 'audition', 'confrontation', 'solution', 'procès', 'avocat', 'option']",4450,5112,294059
10447,justice,"['restaurative', 'justice', 'progrès', 'victime', 'assimilation', 'processus', 'preuve', 'récidive', 'stress', 'épreuve']",4452,5112,294158
10461,économie,"['producteur', 'démonstration', 'système', 'impression', 'météo', 'consommateur', 'commune', 'production', 'aléa', 'type']",4466,5112,294517
10467,agriculture-faune,"['transmission', 'examen', 'saison', 'échange', 'ordre', 'traitement', 'assurance', 'solution', 'temps', 'compte']",4473,5112,294526
10469,économie,"['cartel', 'concurrence', 'preuve', 'autorité', 'innocence', 'présomption', 'fardeau', 'décharge', 'motif', 'circonstance']",4475,5112,294492
10473,justice,"['infraction', 'paix', 'but', 'anti', 'plainte', 'ordre', 'victime', 'office', 'village', 'procédure']",4479,5112,294893
10474,justice,"['victime', 'peine', 'crime', 'justice', 'juriste', 'procès', 'temps', 'paix', 'méthode', 'consolation']",4480,5112,294898
10506,économie,"['marché', 'scandale', 'reportage', 'réglementation', 'argent', 'formulaire', 'case', 'manipulation', 'fiabilité', 'blanchiment']",4516,5113,295903
10510,justice,"['recours', 'ministère', 'juge', 'prévenu', 'liberté', 'mise', 'détention', 'cautèle', 'autorité', 'instance']",4520,5113,295943
10521,justice,"['restaurative', 'justice', 'victime', 'procédure', 'processus', 'médiation', 'parallèle', 'infraction', 'code', 'méthodologie']",4532,5113,296178
10536,agriculture-faune,"['label', 'recourront', 'technologie', 'production', 'cahier', 'coexistence', 'génie', 'terre', 'mode', 'surveillance']",4548,5113,296221
10540,écologie,"['énergie', 'dérèglement', 'cap', 'serre', 'degré', 'gagnon', 'gaz', 'délocalison', 'inventivité', 'recueil']",4554,5113,296252
10556,écologie,"['carburant', 'serre', 'optimisme', 'puits', 'souffle', 'gaz', 'impatience', 'blocage', 'initiant', 'catastrophisme']",4571,5113,296498
10558,écologie,"['biodiversité', 'énergie', 'éolien', 'crise', 'solution', 'source', 'compromis', 'côté', 'ensemble', 'niveau']",4574,5113,296512
10562,extérieur,"['apartheid', 'occupation', 'crime', 'instance', 'note', 'dialogue', 'progrès', 'paix', 'encontre', 'civil']",4578,5113,296568
10570,santé,"['intermédiaire', 'assureur', 'assurance', 'branche', 'activité', 'rémunération', 'démarchage', 'assuré', 'autorégulation', 'réglementation']",4589,5113,296769
10581,retraite-rentes,"['surveillance', 'pilier', 'exécution', 'gouvernance', 'système', 'risque', 'élément', 'qualité', 'information', 'organe']",4600,5113,297017
10585,emploi,"['entreprise', 'travailleur', 'concurrence', 'salaire', 'luttez', 'modification', 'dessein', 'égalité', 'règle', 'incapacité']",4604,5113,297082
10587,formation-recherche,"['école', 'élève', 'enfant', 'coût', 'contribution', 'subvention', 'employé', 'statut', 'langue', 'exploitation']",4606,5113,297091
10599,justice,"['clause', 'parité', 'hyperjudiciarisation', 'sanction', 'nullité', 'peine', 'densité', 'inverse', 'comportement', 'précision']",4620,5113,297312
10610,formation-recherche,"['recherche', 'négociation', 'innovation', 'association', 'programme', 'circulation', 'rétrospective', 'manoeuvre', 'condition', 'marge']",4632,5113,297274
10611,agriculture-faune,"['agriculture', 'alimentation', 'aliment', 'taxe', 'urgence', 'impact', 'panier', 'changement', 'face', 'kilomètre']",4633,5113,297355
10612,économie,"['ménagère', 'panier', 'poche', 'usine', 'agriculteur', 'gaz', 'occurrence', 'préoccupation', 'argent', 'processus']",4634,5113,297360
10624,économie,"['menace', 'désinformation', 'conflit', 'catastrophe', 'phénomène', 'gestion', 'crise', 'danger', 'sécurité', 'puissance']",4648,5113,297425
10632,armée-sécurité,"['munition', 'tir', 'lac', 'sédiment', 'échantillon', 'justification', 'biodiversité', 'encablure', 'site', 'dépôt']",4658,5113,297483
10644,santé,"['crédit', 'médicament', 'thérapie', 'demande', 'immunosuppression', 'matériel', 'entendrez', 'imprévu', 'dépense', 'fond']",4671,5113,297669
10645,extérieur,"['candidature', 'neutralité', 'paix', 'souverain', 'sécurité', 'continent', 'retrait', 'faveur', 'génétique', 'jour']",4672,5113,297692
10646,extérieur,"['survivant', 'prévoyance', 'collaborateur', 'nationalité', 'privilège', 'modification', 'régime', 'pension', 'invalidité', 'siège']",4673,5113,297714
10659,justice,"['code', 'secret', 'prestataire', 'tic', 'auxiliaire', 'fonction', 'étranger', 'chiffre', 'service', 'fonctionnaire']",4690,5113,297866
10660,extérieur,"['directive', 'vigilance', 'vigueur', 'diligence', 'ministre', 'durabilité', 'devoir', 'exécution', 'office', 'département']",4691,5113,297860
10663,écologie,"['émission', 'serre', 'statistique', 'gaz', 'azote', 'inventaire', 'énergie', 'secteur', 'protoxyde', 'structuration']",4694,5113,297888
10683,finance,"['dette', 'privatisation', 'ajustement', 'enjeu', 'réforme', 'institution', 'traité', 'gouvernance', 'préconisation', 'habitant']",4714,5113,298377
10717,politique,"['démocratie', 'jeune', 'femme', 'vote', 'société', 'tribune', 'maison', 'phase', 'chance', 'participation']",4751,5113,298844
10723,écologie,"['matériau', 'construction', 'décharge', 'secteur', 'taxe', 'recyclage', 'incitation', 'potentiel', 'déchet', 'circuit']",4758,5113,298976
10737,santé,"['santé', 'donnée', 'numérisation', 'littératie', 'patient', 'pandémie', 'gestion', 'soignant', 'système', 'implication']",4774,5113,299288
10779,agriculture-faune,"['animal', 'consommateur', 'élevage', 'produit', 'cochon', 'viande', 'volaille', 'poulet', 'poule', 'porc']",4816,5113,296002
10780,agriculture-faune,"['production', 'animal', 'produit', 'label', 'consommation', 'chiffre', 'agriculteur', 'indépendance', 'aménagement', 'porcherie']",4817,5113,296148
10786,santé,"['assurance', 'problème', 'classement', 'oeuvre', 'chiffre', 'unanimité', 'analyse', 'incompatibilité', 'dossier', 'conclusion']",4823,5113,296089
10789,santé,"['jouable', 'autodétermination', 'prestation', 'cours', 'vacance', 'invalidité', 'fournisseur', 'exécution', 'intégration', 'assuré']",4827,5113,296093
10797,société,"['enfant', 'parent', 'relation', 'code', 'visite', 'garde', 'détenteur', 'mère', 'autorité', 'vertu']",4835,5113,296852
10800,formation-recherche,"['apprentissage', 'socialisation', 'coutume', 'quête', 'réadmission', 'formation', 'autodétermination', 'apprenti', 'parcours', 'scénario']",4839,5113,296886
10801,formation-recherche,"['formation', 'jeune', 'rigueur', 'stage', 'apprentissage', 'possibilité', 'séjour', 'pratique', 'déboutement', 'asile']",4840,5113,296883
10806,politique,"['rabais', 'caisse', 'différence', 'dossier', 'responsabilité', 'vie', 'faveur', 'charge', 'coût', 'entreprise']",4845,5113,297142
10812,transport,"['alternative', 'redondance', 'tronçon', 'incident', 'réseau', 'conséquence', 'lieu', 'similitude', 'ligne', 'état']",4851,5113,297354
10814,culture-média,"['hôtel', 'compromis', 'auteur', 'artiste', 'utilisation', 'exploitant', 'contenu', 'redevance', 'révision', 'suite']",4853,5113,297361
10818,santé,"['vaccin', 'dollar', 'suspension', 'propriété', 'consensus', 'obstruction', 'dose', 'collaboration', 'adpic', 'croupion']",4857,5113,298122
10819,télécommunications,"['programme', 'participation', 'février', 'unanimité', 'observation', 'avantage', 'satellite', 'pointe', 'attractivité', 'implication']",4858,5113,298141
10822,armée-sécurité,"['urgence', 'arme', 'traité', 'générosité', 'réfugié', 'bombarde', 'installation', 'guerre', 'bâtisseur', 'mars']",4861,5113,298258
10830,logement-territoire,"['société', 'loyer', 'prix', 'immobilier', 'capital', 'marché', 'investisseur', 'revenu', 'placement', 'locataire']",4869,5113,298456
10833,politique,"['contrôle', 'administration', 'rendement', 'suspecter', 'auditeur', 'représentant', 'siècle', 'caisse', 'preuve', 'sein']",4872,5113,298582
10843,santé,"['violence', 'campagne', 'victime', 'fatalité', 'prévention', 'genre', 'répétant', 'préventive', 'sida', 'volant']",4882,5113,299110
10846,santé,"['cancer', 'stratégie', 'lutte', 'organisation', 'rôle', 'place', 'qualité', 'nombre', 'défi', 'structure']",4885,5113,299033
10858,armée-sécurité,"['armée', 'défense', 'char', 'pib', 'exprimée', 'inquiétant', 'matériel', 'électrochoc', 'antichar', 'incurie']",4899,5114,299691
10871,extérieur,"['excellence', 'sécurité', 'discours', 'paix', 'arme', 'gouvernement', 'changement', 'protection', 'risque', 'chose']",4915,5114,299790
10888,justice,"['langue', 'anglais', 'procédure', 'justice', 'juge', 'litige', 'subtilité', 'greffier', 'cautèle', 'party']",4933,5114,299955
10890,justice,"['frais', 'langue', 'justice', 'avance', 'litige', 'procédure', 'accès', 'avocat', 'sûreté', 'justiciable']",4935,5114,299976
10899,logement-territoire,"['conciliation', 'délai', 'jour', 'audience', 'procès', 'locataire', 'défaut', 'sorte', 'juge', 'juriste']",4944,5114,300018
10902,culture-média,"['procédure', 'litige', 'média', 'couteau', 'information', 'presse', 'fardeau', 'salaire', 'demandeur', 'liberté']",4948,5114,300032
10905,culture-média,"['média', 'personnalité', 'atteinte', 'précipitation', 'préjudice', 'musèlement', 'outil', 'scoop', 'revanche', 'déontologie']",4951,5114,300049
10906,culture-média,"['réputation', 'plan', 'presse', 'média', 'atteinte', 'évidence', 'semaine', 'liberté', 'modification']",4952,5114,300051
10908,finance,"['plateforme', 'impôt', 'imposition', 'émission', 'assujettissement', 'prestation', 'subvention', 'report', 'opposition', 'exclusion']",4954,5114,300061
10918,économie,"['plateforme', 'client', 'bien', 'affaire', 'vendeur', 'vente', 'acheteur', 'chiffre', 'commerce', 'consommateur']",4964,5114,300123
10922,santé,"['patient', 'dossier', 'utilisateur', 'convivialité', 'financement', 'santé', 'système', 'praticien', 'accessibilité', 'maintenance']",4968,5114,300181
10931,société,"['collecte', 'enfant', 'prévalence', 'détection', 'gravité', 'donnée', 'modalité', 'violence', 'danger', 'institution']",4978,5114,300201
10938,politique,"['analyse', 'lieu', 'élément', 'peine', 'contre', 'approfondie', 'été', 'préparation', 'intervalle', 'automne']",4985,5114,300242
10946,extérieur,"['approvisionnement', 'pandémie', 'crise', 'chaîne', 'bien', 'leçon', 'sécurité', 'dépendance', 'contexte', 'goulot']",4993,5114,300260
10947,transport,"['télétravail', 'mobilité', 'infrastructure', 'travail', 'distance', 'déplacement', 'trafic', 'étude', 'utilisation', 'évolution']",4994,5114,300332
10955,santé,"['soin', 'profession', 'personnel', 'santé', 'formation', 'masterplan', 'cfc', 'nombre', 'assistant', 'stratégie']",5002,5114,300285
10962,économie,"['secteur', 'entreprise', 'économie', 'entrepreneuriat', 'condition', 'objectif', 'responsable', 'emploi', 'auteur', 'instrument']",5009,5114,300317
10970,retraite-rentes,"['rente', 'rendement', 'taux', 'viagère', 'imposition', 'pilier', 'intérêt', 'rachat', 'niveau', 'restitution']",5017,5115,300580
10991,santé,"['patient', 'médecin', 'modèle', 'famille', 'coût', 'assuré', 'qualité', 'santé', 'prime', 'prestation']",5038,5115,300769
10993,santé,"['coût', 'coquille', 'objectif', 'maîtrise', 'version', 'essentiel', 'hausse', 'valable', 'évaluation', 'efficacité']",5040,5115,300746
10996,santé,"['convention', 'tarif', 'lamal', 'structure', 'prestation', 'encontre', 'prime', 'temps', 'critère', 'tarification']",5043,5115,300857
11023,santé,"['expertise', 'patient', 'qualité', 'sécurité', 'donnée', 'révision', 'manière', 'prestation', 'fourniture', 'économicité']",5070,5115,300974
11047,extérieur,"['sanction', 'embargo', 'entité', 'souveraineté', 'crime', 'neutralité', 'violation', 'politicien', 'outil', 'nuit']",5094,5115,301329
11056,écologie,"['bien', 'approvisionnement', 'exploitation', 'produit', 'uiom', 'ordure', 'ammoniac', 'incinération', 'épuration', 'combustion']",5103,5115,301472
11059,formation-recherche,"['candidature', 'fondation', 'organisation', 'message', 'clarification', 'contact', 'innovation', 'école', 'évaluation', 'mai']",5106,5115,301474
11070,extérieur,"['sanction', 'objectif', 'souffrance', 'encontre', 'absence', 'instant', 'guerre', 'partenaire', 'instrument', 'but']",5117,5115,301507
11076,santé,"['prix', 'modèle', 'fixation', 'médicament', 'économicité', 'concrétisation', 'coût', 'résolution', 'maîtrise', 'oeuvre']",5123,5115,301524
11094,justice,"['famille', 'enfant', 'conciliation', 'procédure', 'contentieux', 'autorité', 'thématique', 'civil', 'solution', 'juge']",5142,5115,302165
11104,justice,"['délinquant', 'internement', 'vie', 'février', 'jugement', 'bilan', 'sanction', 'inefficacité', 'peuple', 'condamné']",5152,5115,302260
11106,santé,"['vaccin', 'acquisition', 'dose', 'persuadé', 'moitié', 'lieu', 'variant', 'redondance', 'stratégie', 'vacciner']",5154,5115,302219
11116,extérieur,"['hypocrisie', 'pareil', 'oligarque', 'task', 'place', 'sanction', 'outil', 'montant', 'force', 'héroïsme']",5164,5115,302330
11117,économie,"['surveillance', 'négoce', 'secteur', 'pétrole', 'commerce', 'autorité', 'oligarque', 'marché', 'négociant', 'dollar']",5165,5115,302338
11119,extérieur,"['entité', 'blocage', 'sanction', 'poire', 'fonds', 'actualisation', 'analyse', 'pomme', 'concertation', 'permanence']",5168,5115,302362
11123,extérieur,"['sanction', 'embargo', 'violé', 'puissance', 'mal', 'alliance', 'superpuissance', 'ordre', 'guerre', 'veto']",5172,5115,302384
11134,agriculture-faune,"['vin', 'consommation', 'général', 'promotion', 'alcool', 'durabilité', 'problème', 'subvention', 'notion', 'prévention']",5183,5115,302540
11137,agriculture-faune,"['distributeur', 'canal', 'agriculture', 'vente', 'principe', 'vigneron', 'viticulture', 'vin', 'restauration', 'modalité']",5186,5115,302547
11138,agriculture-faune,"['vin', 'viande', 'denrée', 'importation', 'consommation', 'production', 'étranger', 'vue', 'exemple', 'point']",5187,5115,302554
11142,formation-recherche,"['école', 'poste', 'corps', 'précarité', 'doctorant', 'assistant', 'relève', 'pétition', 'performance', 'égalité']",5191,5115,302572
11144,formation-recherche,"['relève', 'école', 'carrière', 'tenure', 'encouragement', 'mandat', 'effort', 'période', 'fri', 'message']",5193,5115,302518
11167,emploi,"['travail', 'travailleur', 'contrevenant', 'repos', 'infraction', 'salaire', 'respect', 'durée', 'prescription', 'employeur']",5217,5115,302781
11172,écologie,"['altitude', 'espèce', 'zone', 'milieu', 'biodiversité', 'cycle', 'instrument', 'diversité', 'surface', 'évolution']",5222,5115,302779
11175,agriculture-faune,"['protéagineux', 'culture', 'hectare', 'élevage', 'dépendance', 'alimentation', 'détriment', 'terre', 'surface', 'importation']",5226,5115,302783
11179,agriculture-faune,"['déclassement', 'céréale', 'tonne', 'alimentation', 'blé', 'perte', 'humain', 'récolte', 'rendement', 'denrée']",5230,5115,302799
11180,armée-sécurité,"['neutralité', 'technologie', 'cyberdéfense', 'thème', 'diplomatie', 'siècle', 'gouvernance', 'numérisation', 'percée', 'paix']",5231,5115,302902
11184,extérieur,"['défi', 'mention', 'crise', 'démondialisation', 'régionalisation', 'risque', 'pandémie', 'coopération', 'relation', 'stratégie']",5235,5115,302930
11200,énergie,"['matériel', 'minimum', 'nécessaire', 'pompe', 'rupture', 'chaleur', 'entrepreneur', 'sens', 'faute', 'pénurie']",5252,5115,303303
11208,énergie,"['commune', 'installation', 'chauffage', 'entreprise', 'température', 'entrepreneur', 'amendement', 'objectif', 'remplacement', 'directive']",5260,5115,303382
11239,santé,"['narcose', 'prime', 'maladie', 'hausse', 'santé', 'assurance', 'impôt', 'coût', 'concitoyen', 'système']",5294,5115,303698
11243,santé,"['prime', 'coût', 'santé', 'maladie', 'assurance', 'revenu', 'payement', 'achat', 'pouvoir', 'explosion']",5298,5115,303713
11249,santé,"['prime', 'coût', 'réduction', 'charge', 'part', 'évolution', 'montant', 'revenu', 'contribution', 'manière']",5304,5115,303751
11254,santé,"['résidu', 'produit', 'tolérance', 'milligramme', 'consommateur', 'santé', 'limite', 'kilo', 'risque', 'seuil']",5309,5115,303827
