,topic_idx,topic_score,topic_name,cat,transcript_words,topic_words
9510,1,0.07,politique,agriculture-faune,"['pendillard', 'intrant', 'expert', 'diminution', 'efficacité', 'aspect', 'consultation', 'évolution', 'soutien', 'conseiller']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
9512,2,1,économie,logement-territoire,"['présentation', 'loyer', 'prescription', 'valeur', 'prévoyance', 'compte', 'bilan', 'bien', 'institution', 'fixation']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9523,11,0.065,travail,finance,"['poursuite', 'extrait', 'créance', 'inscription', 'mainlevée', 'opposition', 'office', 'créancier', 'revenu', 'dette']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
9556,4,0.031,agriculture,agriculture-faune,"['interprofession', 'gouvernance', 'producteur', 'compétence', 'lait', 'composition', 'professionnel', 'détriment', 'intermédiaire', 'critique']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
9561,0,0.12,santé,santé,"['soin', 'profession', 'santé', 'unité', 'élément', 'effort', 'vue', 'formation', 'travail', 'facturation']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
9564,23,1,recherche,formation-recherche,"['animal', 'recherche', 'gravité', 'degré', 'expérimentation', 'médicament', 'rongeur', 'rat', 'vaccin', 'souris']",expérimentation - animal - recherche - méthode - médicament - vaccin - expérience - interdiction - souffrance - alternative
9569,2,0.109,économie,économie,"['taux', 'production', 'légitime', 'taxe', 'dispositif', 'coproduction', 'investissement', 'module', 'périmètre', 'complication']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9574,0,0.422,santé,santé,"['liste', 'arriéré', 'assuré', 'prime', 'cantoni', 'diversi', 'paiement', 'coût', 'dû', 'urgence']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
9586,2,0.132,économie,politique,"['institution', 'inflation', 'crainte', 'homme', 'autoallumage', 'adverbe', 'création', 'tâche', 'large', 'ajout']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9618,1,0.093,politique,retraite-rentes,"['règle', 'coordination', 'uniformité', 'reconnaissance', 'exécution', 'organe', 'exigence', 'ofa', 'standardisation', 'déroulement']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
9634,15,1,transport,transport,"['vélo', 'transport', 'poussette', 'bicyclette', 'bagage', 'matériel', 'capacité', 'équipement', 'demande', 'wagon']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
9655,6,0.128,justice,justice,"['préjudice', 'atteinte', 'censure', 'condition', 'lieu', 'publication', 'catégorie', 'champ', 'tribunal', 'ordonnance']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
9656,6,0.044,justice,justice,"['appel', 'jour', 'célérité', 'délai', 'désaccord', 'justiciable', 'nature', 'différence', 'problématique', 'procédure']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
9665,12,0.089,formation,formation-recherche,"['message', 'consultation', 'acteur', 'valeur', 'formation', 'procédure', 'culture', 'système', 'mandat', 'fri']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
9671,12,0.174,formation,formation-recherche,"['formation', 'permanence', 'programme', 'marché', 'développement', 'parenthèse', 'organisation', 'plan', 'entreprise', 'moyen']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
9674,3,0.042,société,emploi,"['aidant', 'collaborateur', 'vie', 'prise', 'étude', 'maillon', 'coût', 'entreprise', 'employeur', 'maintien']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
9675,11,0.009,travail,emploi,"['analyse', 'aidant', 'bénéfice', 'vigueur', 'prise', 'action', 'chose', 'plan', 'coût', 'défi']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
9678,11,0.085,travail,emploi,"['acteur', 'travail', 'emploi', 'flexibilité', 'ville', 'système', 'assurance', 'enjeu', 'sécurité', 'commune']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
9723,2,0.061,économie,économie,"['tourisme', 'programme', 'impulsion', 'optimisation', 'investissement', 'secteur', 'instrument', 'voyageur', 'hébergement', 'affaire']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9729,2,1,économie,économie,"['tourisme', 'compétitivité', 'durabilité', 'programme', 'innovation', 'remontée', 'investissement', 'septembre', 'exigence', 'relance']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9734,0,0.426,santé,santé,"['menthol', 'délégation', 'ingrédient', 'vanille', 'révision', 'substance', 'arôme', 'interdiction', 'combustion', 'évolution']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
9753,4,1,agriculture,santé,"['viande', 'consommation', 'évidence', 'santé', 'affirmation', 'apéritif', 'buffet', 'boucher', 'régime', 'salade']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
9772,18,0.142,énergie,énergie,"['électricité', 'redevance', 'énergie', 'révision', 'approvisionnement', 'hiver', 'kilowatt', 'agrandissement', 'conséquent', 'rénovation']",énergie - électricité - installation - approvisionnement - production - prix - réseau - marché - consommation - bâtiment
9776,15,0.089,transport,transport,"['courant', 'expert', 'impact', 'collectivité', 'mode', 'convoyage', 'transport', 'origine', 'constructeur', 'exigence']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
9790,9,1,extérieur,extérieur,"['délégation', 'représentation', 'niveau', 'existence', 'coût', 'intérêt', 'avantage', 'choix', 'désavantage', 'instauration']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
9795,10,0.155,sécurité,politique,"['dé', 'principe', 'département', 'problématique', 'fond', 'sein', 'procédure', 'cours', 'conseiller']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
9826,2,0.057,économie,économie,"['client', 'banque', 'information', 'impact', 'avance', 'produit', 'mystery', 'process', 'enquête', 'manque']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9828,8,0.27,écologie,écologie,"['réchauffement', 'émission', 'degré', 'climat', 'greenwashing', 'serre', 'augmentation', 'gaz', 'redistribution', 'investissement']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
9830,3,1,société,finance,"['placement', 'précarité', 'impôt', 'dette', 'procédurier', 'arriéré', 'séquelle', 'coercition', 'maltraitance', 'sursis']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
9832,16,0.168,retraite,retraite-rentes,"['pilier', 'propriétaire', 'pension', 'caisse', 'bien', 'immobilier', 'locataire', 'réanalyse', 'loyer', 'dizaine']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
9837,4,0.101,agriculture,agriculture-faune,"['ogm', 'génie', 'méthode', 'génome', 'édition', 'plante', 'consommateur', 'technique', 'coexistence', 'contamination']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
9869,2,0.214,économie,économie,"['certificat', 'restauration', 'obligation', 'extension', 'guérie', 'secteur', 'surcharge', 'restaurant', 'transaction', 'fermeture']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9871,4,0.602,agriculture,agriculture-faune,"['agriculture', 'croissance', 'promotion', 'effondrement', 'soutien', 'demande', 'développement', 'impulsion', 'surface', 'interpellation']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
9882,1,0.361,politique,politique,"['corpus', 'erreur', 'étape', 'outil', 'contraire', 'contexte', 'programme', 'intérêt', 'élément', 'ensemble']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
9890,6,0.13,justice,justice,"['prison', 'peine', 'vie', 'libération', 'réclusion', 'internement', 'condamné', 'infraction', 'durée', 'expiation']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
9895,11,0.078,travail,emploi,"['travail', 'sollicitation', 'travailleur', 'burn', 'outil', 'entreprise', 'généralisation', 'soirée', 'étude', 'télétravail']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
9909,3,0.442,société,société,"['semaine', 'congé', 'allocation', 'maternité', 'enfant', 'paternité', 'parent', 'famille', 'schéma', 'vie']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
9910,0,0.005,santé,santé,"['infirmier', 'test', 'gratuité', 'soin', 'vaccin', 'intérêt', 'système', 'vaccination', 'voie', 'interpellation']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
9912,6,0.185,justice,santé,"['soignant', 'profession', 'absentéisme', 'fatigue', 'métier', 'questionnement', 'soin', 'interprofessionnalité', 'hôpital', 'infirmier']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
9922,8,0.145,écologie,écologie,"['poignée', 'jet', 'prix', 'sondage', 'chauffage', 'essence', 'vol', 'population', 'taxe', 'sujet']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
9927,12,0.094,formation,formation-recherche,"['infrastructure', 'astrophysique', 'chercheur', 'recherche', 'conception', 'technologie', 'observatoire', 'innovation', 'univers', 'consortium']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
9939,2,0.18,économie,économie,"['faillite', 'responsable', 'client', 'comptabilité', 'société', 'dette', 'registre', 'révision', 'millier', 'consignation']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
9972,4,1,agriculture,agriculture-faune,"['chocolat', 'plaque', 'frontière', 'betterave', 'industrie', 'sucre', 'protection', 'plantation', 'effort', 'hectare']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
9977,4,0.259,agriculture,agriculture-faune,"['culture', 'betterave', 'agriculture', 'recherche', 'biodiversité', 'subvention', 'configuration', 'confédération', 'avenir', 'synthèse']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
9982,0,0.923,santé,retraite-rentes,"['franchise', 'cotisation', 'option', 'rente', 'amélioration', 'incitant', 'référence', 'âge', 'montant', 'variante']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
9983,16,0.357,retraite,retraite-rentes,"['femme', 'compensation', 'retraite', 'modèle', 'âge', 'discrimination', 'rente', 'relèvement', 'élimination', 'travail']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
9986,0,0.159,santé,retraite-rentes,"['tentante', 'prestation', 'argumentation', 'ressource', 'revenu', 'fonction', 'vigueur', 'conséquence', 'condition', 'possibilité']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
9994,6,1,justice,justice,"['juge', 'sursis', 'texte', 'teneur', 'avocat', 'vigueur', 'raison', 'pronostic', 'consultation', 'forme']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10022,14,0.026,logement,logement-territoire,"['locataire', 'propriétaire', 'imposition', 'remontée', 'égalité', 'recette', 'locative', 'traitement', 'système', 'valeur']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
10028,13,0.365,immigration,immigration,"['naturalisation', 'nationalité', 'mariage', 'vigueur', 'janvier', 'révision', 'législateur', 'procédure', 'condition', 'amender']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
10032,12,0.064,formation,formation-recherche,"['langue', 'cours', 'romanche', 'italien', 'recrue', 'répétition', 'français', 'soldat', 'allemand', 'formation']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
10061,11,0.128,travail,emploi,"['salaire', 'travailleur', 'dumping', 'euro', 'entreprise', 'accompagnement', 'marché', 'travail', 'région', 'obtention']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
10070,1,0.153,politique,formation-recherche,"['cohésion', 'contribution', 'recherche', 'université', 'programme', 'libération', 'marché', 'tension', 'membre', 'stratégie']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
10075,5,0.002,finance,emploi,"['convention', 'ratification', 'produit', 'travail', 'santé', 'prévention', 'travailleur', 'protection', 'environnement', 'instrument']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
10081,3,0.332,société,société,"['conjoint', 'divorce', 'exploitation', 'salaire', 'couple', 'revenu', 'couverture', 'maternité', 'amélioration', 'partenaire']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
10116,5,1,finance,finance,"['budget', 'supplément', 'argent', 'crédit', 'vaccination', 'demande', 'insécurité', 'campagne', 'digression', 'genre']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
10141,10,0.165,sécurité,armée-sécurité,"['police', 'équipement', 'corps', 'patrouille', 'souveraineté', 'contrainte', 'recommandation', 'compétence', 'moyen', 'manière']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
10150,14,0.139,logement,logement-territoire,"['appartement', 'proportion', 'superficie', 'coopérative', 'portefeuille', 'habitat', 'bureau', 'logement', 'loyer', 'vente']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
10152,2,0.147,économie,écologie,"['admission', 'examen', 'ordonnance', 'entrée', 'homologation', 'vigueur', 'cours', 'modification', 'substance', 'refus']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10153,2,0.702,économie,économie,"['tourisme', 'ville', 'innovation', 'investissement', 'relance', 'programme', 'hôtel', 'loisir', 'hôtellerie', 'soutien']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10156,4,0.115,agriculture,agriculture-faune,"['fromage', 'exportation', 'tonne', 'prix', 'volume', 'emmental', 'pâte', 'gruyère', 'devise', 'ordre']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10159,4,0.223,agriculture,agriculture-faune,"['cellule', 'accompagnement', 'agriculture', 'secteur', 'dimension', 'intérêt', 'participant', 'conférence', 'montagne', 'durabilité']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10163,18,0.062,énergie,énergie,"['gaz', 'biocarburant', 'convention', 'objectif', 'prolongation', 'exemption', 'échéance', 'divergence', 'unanimité', 'mouture']",énergie - électricité - installation - approvisionnement - production - prix - réseau - marché - consommation - bâtiment
10174,3,0.008,société,extérieur,"['drôle', 'exception', 'famille', 'fête', 'criminel', 'humanité', 'conception', 'voyage', 'formation', 'exilé']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
10185,16,0.077,retraite,retraite-rentes,"['compensation', 'revenu', 'élément', 'durée', 'sujet', 'financement', 'volonté', 'source', 'rente', 'référence']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
10199,0,0.183,santé,santé,"['coeur', 'vague', 'test', 'crise', 'contamination', 'hospitalisation', 'hémicycle', 'capacité', 'donnée', 'argument']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10214,2,1,économie,économie,"['fonds', 'immobilier', 'investissement', 'investisseur', 'régulation', 'mortel', 'cash', 'société', 'effort', 'commun']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10215,17,0.086,autre,économie,"['placement', 'abstention', 'rachat', 'hausse', 'prix', 'gestionnaire', 'marché', 'immeuble', 'gramme', 'investisseur']",divergence - version - prestation - montant - point - lettre - abstention - unanimité - objet - modification
10222,1,0.028,politique,extérieur,"['programme', 'phase', 'processus', 'assemblée', 'nécessité', 'moyen', 'énergie', 'fois', 'insatisfaction', 'honnêteté']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
10225,0,0.059,santé,santé,"['protoxyde', 'azote', 'consommation', 'bar', 'inspecteur', 'bouteille', 'addiction', 'drogue', 'cible', 'indication']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10237,6,0.114,justice,justice,"['peine', 'juge', 'liberté', 'divergence', 'agresse', 'code', 'gravité', 'appréciation', 'révision', 'fonctionnaire']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10242,19,0.051,média,culture-média,"['écoute', 'streaming', 'disque', 'centime', 'artiste', 'musique', 'ligne', 'vinyle', 'dizaine', 'centième']",média - télévision - redevance - radio - presse - service - information - diversité - journaliste - région
10248,1,0.212,politique,extérieur,"['octobre', 'vote', 'guise', 'fraude', 'heure', 'plateforme', 'rappel', 'expert', 'absence', 'manière']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
10276,4,0.46,agriculture,agriculture-faune,"['animal', 'dignité', 'élevage', 'saucisse', 'exploitation', 'porc', 'protection', 'atteinte', 'clair', 'origine']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10287,10,0.048,sécurité,armée-sécurité,"['aviation', 'commandement', 'accident', 'enquête', 'espace', 'création', 'bataillon', 'organisation', 'autorité', 'armée']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
10293,4,0.583,agriculture,agriculture-faune,"['animal', 'élevage', 'montagne', 'traduction', 'alpage', 'masse', 'jour', 'paysan', 'programme', 'hiver']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10297,0,1,santé,santé,"['antibiotique', 'résistance', 'éleveur', 'tonne', 'occurrence', 'eau', 'recours', 'amélioration', 'effort', 'chiffre']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10325,0,0.077,santé,santé,"['globalité', 'information', 'encontre', 'prime', 'famille', 'difficulté', 'santé', 'population', 'besoin']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10328,10,1,sécurité,télécommunications,"['calcul', 'puissance', 'crédit', 'transformation', 'engagement', 'information', 'exploitation', 'centre', 'sécurisation', 'nuage']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
10332,11,0.153,travail,emploi,"['rémunération', 'salaire', 'entreprise', 'dirigeant', 'collaborateur', 'référence', 'établissement', 'direction', 'poignée', 'aller']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
10344,15,0.064,transport,transport,"['recours', 'organisation', 'cyclable', 'chemin', 'randonnée', 'itinéraire', 'possibilité', 'formulation', 'collaboration', 'instrument']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
10353,14,0.027,logement,logement-territoire,"['résidence', 'hôtel', 'transformation', 'surface', 'réaffectation', 'compromis', 'commune', 'logement', 'bâtiment', 'modification']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
10359,2,0.269,économie,finance,"['priorisation', 'contrôle', 'organe', 'bras', 'administration', 'finance', 'ingérence', 'traduction', 'sein', 'sens']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10370,0,0.007,santé,culture-média,"['branche', 'quarantaine', 'fermeture', 'transition', 'allocation', 'culture', 'décembre', 'perte', 'stratégie', 'instrument']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10375,17,0.182,autre,politique,"['rythme', 'divergence', 'prévisibilité', 'validité', 'outil', 'parcimonie', 'sujet', 'peuple', 'début', 'mois']",divergence - version - prestation - montant - point - lettre - abstention - unanimité - objet - modification
10378,0,1,santé,santé,"['délai', 'fin', 'juin', 'épidémie', 'acteur', 'qualité', 'révision', 'pandémie', 'gestion', 'divergence']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10380,1,0.058,politique,politique,"['papier', 'message', 'règlement', 'outil', 'navette', 'texte', 'administration', 'paradigme', 'numérique', 'rythme']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
10384,4,0.089,agriculture,agriculture-faune,"['dissémination', 'paysan', 'insécurité', 'ouverture', 'champ', 'territoire', 'ogm', 'brèche', 'touche', 'éventualité']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10387,11,0.115,travail,emploi,"['salarié', 'circonstance', 'travailleur', 'protection', 'party', 'avantage', 'qualification', 'indépendant', 'distorsion', 'entreprise']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
10420,9,0.065,extérieur,justice,"['sanction', 'privation', 'gravité', 'peine', 'liberté', 'sévérité', 'forme', 'principe', 'amende', 'jurisprudence']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
10424,0,0.387,santé,santé,"['soin', 'fournisseur', 'assureur', 'temporalité', 'maladie', 'économicité', 'membre', 'partage', 'blocage', 'admission']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10428,0,0.32,santé,santé,"['substance', 'médicament', 'notion', 'substitution', 'formulation', 'interchangeabilité', 'interprétant', 'générique', 'pharmacien', 'élargissement']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10441,6,0.174,justice,justice,"['code', 'justice', 'compétence', 'loisir', 'procédure', 'enregistrement', 'ministre', 'avocat', 'problème', 'chambre']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10445,6,0.203,justice,justice,"['prévenu', 'procédure', 'ministère', 'envergure', 'audition', 'confrontation', 'solution', 'procès', 'avocat', 'option']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10447,6,0.132,justice,justice,"['restaurative', 'justice', 'progrès', 'victime', 'assimilation', 'processus', 'preuve', 'récidive', 'stress', 'épreuve']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10461,2,0.117,économie,économie,"['producteur', 'démonstration', 'système', 'impression', 'météo', 'consommateur', 'commune', 'production', 'aléa', 'type']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10467,10,0.145,sécurité,agriculture-faune,"['transmission', 'examen', 'saison', 'échange', 'ordre', 'traitement', 'assurance', 'solution', 'temps', 'compte']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
10469,2,0.535,économie,économie,"['cartel', 'concurrence', 'preuve', 'autorité', 'innocence', 'présomption', 'fardeau', 'décharge', 'motif', 'circonstance']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10473,6,0.134,justice,justice,"['infraction', 'paix', 'but', 'anti', 'plainte', 'ordre', 'victime', 'office', 'village', 'procédure']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10474,6,0.189,justice,justice,"['victime', 'peine', 'crime', 'justice', 'juriste', 'procès', 'temps', 'paix', 'méthode', 'consolation']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10506,14,0.042,logement,économie,"['marché', 'scandale', 'reportage', 'réglementation', 'argent', 'formulaire', 'case', 'manipulation', 'fiabilité', 'blanchiment']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
10510,6,0.121,justice,justice,"['recours', 'ministère', 'juge', 'prévenu', 'liberté', 'mise', 'détention', 'cautèle', 'autorité', 'instance']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10521,6,0.114,justice,justice,"['restaurative', 'justice', 'victime', 'procédure', 'processus', 'médiation', 'parallèle', 'infraction', 'code', 'méthodologie']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10536,4,0.096,agriculture,agriculture-faune,"['label', 'recourront', 'technologie', 'production', 'cahier', 'coexistence', 'génie', 'terre', 'mode', 'surveillance']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10540,8,0.254,écologie,écologie,"['énergie', 'dérèglement', 'cap', 'serre', 'degré', 'gagnon', 'gaz', 'délocalison', 'inventivité', 'recueil']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
10556,0,0.118,santé,écologie,"['carburant', 'serre', 'optimisme', 'puits', 'souffle', 'gaz', 'impatience', 'blocage', 'initiant', 'catastrophisme']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10558,8,0.201,écologie,écologie,"['biodiversité', 'énergie', 'éolien', 'crise', 'solution', 'source', 'compromis', 'côté', 'ensemble', 'niveau']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
10562,9,0.042,extérieur,extérieur,"['apartheid', 'occupation', 'crime', 'instance', 'note', 'dialogue', 'progrès', 'paix', 'encontre', 'civil']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
10570,0,1,santé,santé,"['intermédiaire', 'assureur', 'assurance', 'branche', 'activité', 'rémunération', 'démarchage', 'assuré', 'autorégulation', 'réglementation']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10581,1,0.094,politique,retraite-rentes,"['surveillance', 'pilier', 'exécution', 'gouvernance', 'système', 'risque', 'élément', 'qualité', 'information', 'organe']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
10585,11,0.145,travail,emploi,"['entreprise', 'travailleur', 'concurrence', 'salaire', 'luttez', 'modification', 'dessein', 'égalité', 'règle', 'incapacité']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
10587,12,0.06,formation,formation-recherche,"['école', 'élève', 'enfant', 'coût', 'contribution', 'subvention', 'employé', 'statut', 'langue', 'exploitation']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
10599,6,0.121,justice,justice,"['clause', 'parité', 'hyperjudiciarisation', 'sanction', 'nullité', 'peine', 'densité', 'inverse', 'comportement', 'précision']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10610,12,0.126,formation,formation-recherche,"['recherche', 'négociation', 'innovation', 'association', 'programme', 'circulation', 'rétrospective', 'manoeuvre', 'condition', 'marge']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
10611,4,0.209,agriculture,agriculture-faune,"['agriculture', 'alimentation', 'aliment', 'taxe', 'urgence', 'impact', 'panier', 'changement', 'face', 'kilomètre']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10612,4,0.149,agriculture,économie,"['ménagère', 'panier', 'poche', 'usine', 'agriculteur', 'gaz', 'occurrence', 'préoccupation', 'argent', 'processus']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10624,7,0.284,armée,économie,"['menace', 'désinformation', 'conflit', 'catastrophe', 'phénomène', 'gestion', 'crise', 'danger', 'sécurité', 'puissance']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
10632,7,0.05,armée,armée-sécurité,"['munition', 'tir', 'lac', 'sédiment', 'échantillon', 'justification', 'biodiversité', 'encablure', 'site', 'dépôt']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
10644,5,0.144,finance,santé,"['crédit', 'médicament', 'thérapie', 'demande', 'immunosuppression', 'matériel', 'entendrez', 'imprévu', 'dépense', 'fond']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
10645,9,0.141,extérieur,extérieur,"['candidature', 'neutralité', 'paix', 'souverain', 'sécurité', 'continent', 'retrait', 'faveur', 'génétique', 'jour']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
10646,16,0.138,retraite,extérieur,"['survivant', 'prévoyance', 'collaborateur', 'nationalité', 'privilège', 'modification', 'régime', 'pension', 'invalidité', 'siège']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
10659,6,0.064,justice,justice,"['code', 'secret', 'prestataire', 'tic', 'auxiliaire', 'fonction', 'étranger', 'chiffre', 'service', 'fonctionnaire']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10660,2,0.165,économie,extérieur,"['directive', 'vigilance', 'vigueur', 'diligence', 'ministre', 'durabilité', 'devoir', 'exécution', 'office', 'département']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
